_time,_measurement,data_type,pkt,dir,log_raw_hex,log_msg,can_id,dlc,scenario,timestamp_epoch,label_raw,log_lvl
2016-11-03 18:39:37.227439+00:00,can,CAN,1584,rx,00 00 00 00 10 27 2E BF,"<CAN  flags=0x0 identifier=0x140 length=8 reserved=0 data=b""\x00\x00\x00\x00\x10'.\xbf"" |>",0140,8,attack_dos,1478198377.227439,R,normal
2016-11-03 18:39:37.227686+00:00,can,CAN,1585,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.227686,T,attack
2016-11-03 18:39:37.227931+00:00,can,CAN,1586,rx,05 20 44 68 77 00 00 7E,<CAN  flags=0x0 identifier=0x350 length=8 reserved=0 data=b'\x05 Dhw\x00\x00~' |>,0350,8,attack_dos,1478198377.227931,R,normal
2016-11-03 18:39:37.228176+00:00,can,CAN,1587,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.228176,T,attack
2016-11-03 18:39:37.228436+00:00,can,CAN,1588,rx,00 20 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x370 length=8 reserved=0 data=b'\x00 \x00\x00\x00\x00\x00\x00' |>,0370,8,attack_dos,1478198377.228436,R,normal
2016-11-03 18:39:37.228680+00:00,can,CAN,1589,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.22868,T,attack
2016-11-03 18:39:37.234001+00:00,can,CAN,1590,rx,00 21 10 FF 00 FF 00 00,<CAN  flags=0x0 identifier=0x153 length=8 reserved=0 data=b'\x00!\x10\xff\x00\xff\x00\x00' |>,0153,8,attack_dos,1478198377.234001,R,normal
2016-11-03 18:39:37.234247+00:00,can,CAN,1591,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.234247,T,attack
2016-11-03 18:39:37.234499+00:00,can,CAN,1592,rx,1A 80 00 FF FA 7F 0F 69,<CAN  flags=0x0 identifier=0x130 length=8 reserved=0 data=b'\x1a\x80\x00\xff\xfa\x7f\x0fi' |>,0130,8,attack_dos,1478198377.234499,R,normal
2016-11-03 18:39:37.234745+00:00,can,CAN,1593,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.234745,T,attack
2016-11-03 18:39:37.234986+00:00,can,CAN,1594,rx,EE 7F 00 00 3D 7F 0F 2C,"<CAN  flags=0x0 identifier=0x131 length=8 reserved=0 data=b'\xee\x7f\x00\x00=\x7f\x0f,' |>",0131,8,attack_dos,1478198377.234986,R,normal
2016-11-03 18:39:37.235233+00:00,can,CAN,1595,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.235233,T,attack
2016-11-03 18:39:37.235483+00:00,can,CAN,1596,rx,00 00 00 00 12 25 2F 39,<CAN  flags=0x0 identifier=0x140 length=8 reserved=0 data=b'\x00\x00\x00\x00\x12%/9' |>,0140,8,attack_dos,1478198377.235483,R,normal
2016-11-03 18:39:37.235730+00:00,can,CAN,1597,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.23573,T,attack
2016-11-03 18:39:37.235989+00:00,can,CAN,1598,rx,14 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x2c0 length=8 reserved=0 data=b'\x14\x00\x00\x00\x00\x00\x00\x00' |>,02C0,8,attack_dos,1478198377.235989,R,normal
2016-11-03 18:39:37.236230+00:00,can,CAN,1599,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.23623,T,attack
2016-11-03 18:39:37.236475+00:00,can,CAN,1600,rx,05 20 54 68 77 00 00 6E,<CAN  flags=0x0 identifier=0x350 length=8 reserved=0 data=b'\x05 Thw\x00\x00n' |>,0350,8,attack_dos,1478198377.236475,R,normal
2016-11-03 18:39:37.236719+00:00,can,CAN,1601,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.236719,T,attack
2016-11-03 18:39:37.236982+00:00,can,CAN,1602,rx,00 20 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x370 length=8 reserved=0 data=b'\x00 \x00\x00\x00\x00\x00\x00' |>,0370,8,attack_dos,1478198377.236982,R,normal
2016-11-03 18:39:37.237227+00:00,can,CAN,1603,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.237227,T,attack
2016-11-03 18:39:37.237481+00:00,can,CAN,1604,rx,00 40 60 FF 7E CC 08 00,<CAN  flags=0x0 identifier=0x43f length=8 reserved=0 data=b'\x00@`\xff~\xcc\x08\x00' |>,043F,8,attack_dos,1478198377.237481,R,normal
2016-11-03 18:39:37.237723+00:00,can,CAN,1605,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.237723,T,attack
2016-11-03 18:39:37.237978+00:00,can,CAN,1606,rx,FF 00 00 00 FF CC 08 00,<CAN  flags=0x0 identifier=0x440 length=8 reserved=0 data=b'\xff\x00\x00\x00\xff\xcc\x08\x00' |>,0440,8,attack_dos,1478198377.237978,R,normal
2016-11-03 18:39:37.238225+00:00,can,CAN,1607,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.238225,T,attack
2016-11-03 18:39:37.238548+00:00,can,CAN,1608,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.238548,T,attack
2016-11-03 18:39:37.238832+00:00,can,CAN,1609,rx,05 22 60 09 22 21 00 6F,"<CAN  flags=0x0 identifier=0x316 length=8 reserved=0 data=b'\x05""`\t""!\x00o' |>",0316,8,attack_dos,1478198377.238832,R,normal
2016-11-03 18:39:37.239076+00:00,can,CAN,1610,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.239076,T,attack
2016-11-03 18:39:37.239326+00:00,can,CAN,1611,rx,FE 5B 00 00 00 3C 00 00,<CAN  flags=0x0 identifier=0x18f length=8 reserved=0 data=b'\xfe[\x00\x00\x00<\x00\x00' |>,018F,8,attack_dos,1478198377.239326,R,normal
2016-11-03 18:39:37.239569+00:00,can,CAN,1612,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.239569,T,attack
2016-11-03 18:39:37.239811+00:00,can,CAN,1613,rx,19 22 22 30 08 8E 6E 05,"<CAN  flags=0x0 identifier=0x260 length=8 reserved=0 data=b'\x19""""0\x08\x8en\x05' |>",0260,8,attack_dos,1478198377.239811,R,normal
2016-11-03 18:39:37.240057+00:00,can,CAN,1614,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.240057,T,attack
2016-11-03 18:39:37.240302+00:00,can,CAN,1615,rx,04 00 9A 1D 97 02 BD 00,<CAN  flags=0x0 identifier=0x2a0 length=8 reserved=0 data=b'\x04\x00\x9a\x1d\x97\x02\xbd\x00' |>,02A0,8,attack_dos,1478198377.240302,R,normal
2016-11-03 18:39:37.240547+00:00,can,CAN,1616,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.240547,T,attack
2016-11-03 18:39:37.240831+00:00,can,CAN,1617,rx,0C BB 7F 14 11 20 00 14,<CAN  flags=0x0 identifier=0x329 length=8 reserved=0 data=b'\x0c\xbb\x7f\x14\x11 \x00\x14' |>,0329,8,attack_dos,1478198377.240831,R,normal
2016-11-03 18:39:37.241037+00:00,can,CAN,1618,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.241037,T,attack
2016-11-03 18:39:37.241290+00:00,can,CAN,1619,rx,00 00 00 80 00 69 D1 13,<CAN  flags=0x0 identifier=0x4f0 length=8 reserved=0 data=b'\x00\x00\x00\x80\x00i\xd1\x13' |>,04F0,8,attack_dos,1478198377.24129,R,normal
2016-11-03 18:39:37.241530+00:00,can,CAN,1620,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.24153,T,attack
2016-11-03 18:39:37.241780+00:00,can,CAN,1621,rx,D8 00 00 8A 00 00 00 00,<CAN  flags=0x0 identifier=0x545 length=8 reserved=0 data=b'\xd8\x00\x00\x8a\x00\x00\x00\x00' |>,0545,8,attack_dos,1478198377.24178,R,normal
2016-11-03 18:39:37.242026+00:00,can,CAN,1622,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.242026,T,attack
2016-11-03 18:39:37.242279+00:00,can,CAN,1623,rx,00 00 01 00 A0 22 00 00,"<CAN  flags=0x0 identifier=0x690 length=8 reserved=0 data=b'\x00\x00\x01\x00\xa0""\x00\x00' |>",0690,8,attack_dos,1478198377.242279,R,normal
2016-11-03 18:39:37.242528+00:00,can,CAN,1624,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.242528,T,attack
2016-11-03 18:39:37.242864+00:00,can,CAN,1625,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.242864,T,attack
2016-11-03 18:39:37.243202+00:00,can,CAN,1626,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.243202,T,attack
2016-11-03 18:39:37.243454+00:00,can,CAN,1627,rx,14 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x2c0 length=8 reserved=0 data=b'\x14\x00\x00\x00\x00\x00\x00\x00' |>,02C0,8,attack_dos,1478198377.243454,R,normal
2016-11-03 18:39:37.243699+00:00,can,CAN,1628,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.243699,T,attack
2016-11-03 18:39:37.243962+00:00,can,CAN,1629,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x430 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0430,8,attack_dos,1478198377.243962,R,normal
2016-11-03 18:39:37.244208+00:00,can,CAN,1630,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.244208,T,attack
2016-11-03 18:39:37.244448+00:00,can,CAN,1631,rx,29 27 27 23 00 00 00 9A,"<CAN  flags=0x0 identifier=0x4b1 length=8 reserved=0 data=b"")''#\x00\x00\x00\x9a"" |>",04B1,8,attack_dos,1478198377.244448,R,normal
2016-11-03 18:39:37.244693+00:00,can,CAN,1632,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.244693,T,attack
2016-11-03 18:39:37.248172+00:00,can,CAN,1633,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.248172,T,attack
2016-11-03 18:39:37.248427+00:00,can,CAN,1634,rx,00 20 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x370 length=8 reserved=0 data=b'\x00 \x00\x00\x00\x00\x00\x00' |>,0370,8,attack_dos,1478198377.248427,R,normal
2016-11-03 18:39:37.248669+00:00,can,CAN,1635,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.248669,T,attack
2016-11-03 18:39:37.248909+00:00,can,CAN,1636,rx,05 22 60 09 22 21 00 6F,"<CAN  flags=0x0 identifier=0x316 length=8 reserved=0 data=b'\x05""`\t""!\x00o' |>",0316,8,attack_dos,1478198377.248909,R,normal
2016-11-03 18:39:37.249153+00:00,can,CAN,1637,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.249153,T,attack
2016-11-03 18:39:37.249409+00:00,can,CAN,1638,rx,FE 5B 00 00 00 3C 00 00,<CAN  flags=0x0 identifier=0x18f length=8 reserved=0 data=b'\xfe[\x00\x00\x00<\x00\x00' |>,018F,8,attack_dos,1478198377.249409,R,normal
2016-11-03 18:39:37.249655+00:00,can,CAN,1639,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.249655,T,attack
2016-11-03 18:39:37.249891+00:00,can,CAN,1640,rx,19 22 22 30 08 8E 6E 16,"<CAN  flags=0x0 identifier=0x260 length=8 reserved=0 data=b'\x19""""0\x08\x8en\x16' |>",0260,8,attack_dos,1478198377.249891,R,normal
2016-11-03 18:39:37.250134+00:00,can,CAN,1641,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.250134,T,attack
2016-11-03 18:39:37.250388+00:00,can,CAN,1642,rx,24 00 9A 1D 97 02 BD 00,<CAN  flags=0x0 identifier=0x2a0 length=8 reserved=0 data=b'$\x00\x9a\x1d\x97\x02\xbd\x00' |>,02A0,8,attack_dos,1478198377.250388,R,normal
2016-11-03 18:39:37.250630+00:00,can,CAN,1643,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.25063,T,attack
2016-11-03 18:39:37.250894+00:00,can,CAN,1644,rx,0C BB 7F 14 11 20 00 14,<CAN  flags=0x0 identifier=0x329 length=8 reserved=0 data=b'\x0c\xbb\x7f\x14\x11 \x00\x14' |>,0329,8,attack_dos,1478198377.250894,R,normal
2016-11-03 18:39:37.251117+00:00,can,CAN,1645,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.251117,T,attack
2016-11-03 18:39:37.251366+00:00,can,CAN,1646,rx,00 40 60 FF 7E CC 08 00,<CAN  flags=0x0 identifier=0x43f length=8 reserved=0 data=b'\x00@`\xff~\xcc\x08\x00' |>,043F,8,attack_dos,1478198377.251366,R,normal
2016-11-03 18:39:37.251609+00:00,can,CAN,1647,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.251609,T,attack
2016-11-03 18:39:37.251863+00:00,can,CAN,1648,rx,FF 00 00 00 FF CC 08 00,<CAN  flags=0x0 identifier=0x440 length=8 reserved=0 data=b'\xff\x00\x00\x00\xff\xcc\x08\x00' |>,0440,8,attack_dos,1478198377.251863,R,normal
2016-11-03 18:39:37.252108+00:00,can,CAN,1649,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.252108,T,attack
2016-11-03 18:39:37.252358+00:00,can,CAN,1650,rx,D8 00 00 8A 00 00 00 00,<CAN  flags=0x0 identifier=0x545 length=8 reserved=0 data=b'\xd8\x00\x00\x8a\x00\x00\x00\x00' |>,0545,8,attack_dos,1478198377.252358,R,normal
2016-11-03 18:39:37.252606+00:00,can,CAN,1651,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.252606,T,attack
2016-11-03 18:39:37.252941+00:00,can,CAN,1652,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.252941,T,attack
2016-11-03 18:39:37.253284+00:00,can,CAN,1653,rx,00 00 00 00 00 01 01 5B,<CAN  flags=0x0 identifier=0x2 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x01\x01[' |>,0002,8,attack_dos,1478198377.253284,R,normal
2016-11-03 18:39:37.253528+00:00,can,CAN,1654,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.253528,T,attack
2016-11-03 18:39:37.253774+00:00,can,CAN,1655,rx,00 21 10 FF 00 FF 00 00,<CAN  flags=0x0 identifier=0x153 length=8 reserved=0 data=b'\x00!\x10\xff\x00\xff\x00\x00' |>,0153,8,attack_dos,1478198377.253774,R,normal
2016-11-03 18:39:37.254019+00:00,can,CAN,1656,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.254019,T,attack
2016-11-03 18:39:37.254275+00:00,can,CAN,1657,rx,14 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x2c0 length=8 reserved=0 data=b'\x14\x00\x00\x00\x00\x00\x00\x00' |>,02C0,8,attack_dos,1478198377.254275,R,normal
2016-11-03 18:39:37.254522+00:00,can,CAN,1658,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.254522,T,attack
2016-11-03 18:39:37.254776+00:00,can,CAN,1659,rx,11 80 00 FF 08 80 01 30,<CAN  flags=0x0 identifier=0x130 length=8 reserved=0 data=b'\x11\x80\x00\xff\x08\x80\x010' |>,0130,8,attack_dos,1478198377.254776,R,normal
2016-11-03 18:39:37.255021+00:00,can,CAN,1660,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.255021,T,attack
2016-11-03 18:39:37.255267+00:00,can,CAN,1661,rx,F2 7F 00 00 52 7F 01 5E,<CAN  flags=0x0 identifier=0x131 length=8 reserved=0 data=b'\xf2\x7f\x00\x00R\x7f\x01^' |>,0131,8,attack_dos,1478198377.255267,R,normal
2016-11-03 18:39:37.255511+00:00,can,CAN,1662,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.255511,T,attack
2016-11-03 18:39:37.255761+00:00,can,CAN,1663,rx,00 00 00 00 16 00 21 8D,<CAN  flags=0x0 identifier=0x140 length=8 reserved=0 data=b'\x00\x00\x00\x00\x16\x00!\x8d' |>,0140,8,attack_dos,1478198377.255761,R,normal
2016-11-03 18:39:37.256007+00:00,can,CAN,1664,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.256007,T,attack
2016-11-03 18:39:37.256250+00:00,can,CAN,1665,rx,05 20 74 68 77 00 00 4E,<CAN  flags=0x0 identifier=0x350 length=8 reserved=0 data=b'\x05 thw\x00\x00N' |>,0350,8,attack_dos,1478198377.25625,R,normal
2016-11-03 18:39:37.256493+00:00,can,CAN,1666,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.256493,T,attack
2016-11-03 18:39:37.256758+00:00,can,CAN,1667,rx,00 20 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x370 length=8 reserved=0 data=b'\x00 \x00\x00\x00\x00\x00\x00' |>,0370,8,attack_dos,1478198377.256758,R,normal
2016-11-03 18:39:37.256998+00:00,can,CAN,1668,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.256998,T,attack
2016-11-03 18:39:37.257250+00:00,can,CAN,1669,rx,00 40 60 FF 7E CE 08 00,<CAN  flags=0x0 identifier=0x43f length=8 reserved=0 data=b'\x00@`\xff~\xce\x08\x00' |>,043F,8,attack_dos,1478198377.25725,R,normal
2016-11-03 18:39:37.257494+00:00,can,CAN,1670,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.257494,T,attack
2016-11-03 18:39:37.257749+00:00,can,CAN,1671,rx,FF 00 00 00 FF CE 08 00,<CAN  flags=0x0 identifier=0x440 length=8 reserved=0 data=b'\xff\x00\x00\x00\xff\xce\x08\x00' |>,0440,8,attack_dos,1478198377.257749,R,normal
2016-11-03 18:39:37.257994+00:00,can,CAN,1672,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.257994,T,attack
2016-11-03 18:39:37.258319+00:00,can,CAN,1673,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.258319,T,attack
2016-11-03 18:39:37.258644+00:00,can,CAN,1674,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.258644,T,attack
2016-11-03 18:39:37.263136+00:00,can,CAN,1675,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.263136,T,attack
2016-11-03 18:39:37.268357+00:00,can,CAN,1676,rx,00 20 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x370 length=8 reserved=0 data=b'\x00 \x00\x00\x00\x00\x00\x00' |>,0370,8,attack_dos,1478198377.268357,R,normal
2016-11-03 18:39:37.273680+00:00,can,CAN,1677,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.27368,T,attack
2016-11-03 18:39:37.273923+00:00,can,CAN,1678,rx,00 21 10 FF 00 FF 00 00,<CAN  flags=0x0 identifier=0x153 length=8 reserved=0 data=b'\x00!\x10\xff\x00\xff\x00\x00' |>,0153,8,attack_dos,1478198377.273923,R,normal
2016-11-03 18:39:37.274172+00:00,can,CAN,1679,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.274172,T,attack
2016-11-03 18:39:37.274424+00:00,can,CAN,1680,rx,0E 80 00 FF E5 7F 03 BB,<CAN  flags=0x0 identifier=0x130 length=8 reserved=0 data=b'\x0e\x80\x00\xff\xe5\x7f\x03\xbb' |>,0130,8,attack_dos,1478198377.274424,R,normal
2016-11-03 18:39:37.274665+00:00,can,CAN,1681,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.274665,T,attack
2016-11-03 18:39:37.274913+00:00,can,CAN,1682,rx,05 80 00 00 3A 7F 03 16,<CAN  flags=0x0 identifier=0x131 length=8 reserved=0 data=b'\x05\x80\x00\x00:\x7f\x03\x16' |>,0131,8,attack_dos,1478198377.274913,R,normal
2016-11-03 18:39:37.275156+00:00,can,CAN,1683,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.275156,T,attack
2016-11-03 18:39:37.275413+00:00,can,CAN,1684,rx,00 00 00 00 04 00 23 AC,<CAN  flags=0x0 identifier=0x140 length=8 reserved=0 data=b'\x00\x00\x00\x00\x04\x00#\xac' |>,0140,8,attack_dos,1478198377.275413,R,normal
2016-11-03 18:39:37.275657+00:00,can,CAN,1685,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.275657,T,attack
2016-11-03 18:39:37.275915+00:00,can,CAN,1686,rx,14 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x2c0 length=8 reserved=0 data=b'\x14\x00\x00\x00\x00\x00\x00\x00' |>,02C0,8,attack_dos,1478198377.275915,R,normal
2016-11-03 18:39:37.276159+00:00,can,CAN,1687,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x0 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0000,8,attack_dos,1478198377.276159,T,attack
